,Type,Text
5542,spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
2511,ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
4367,ham,Mm yes dear look how i am hugging you both. :-P
3570,ham,She's fine. Sends her greetings
2733,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
2468,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
281,ham,You got called a tool?
22,ham,So ü pay first lar... Then when is da stock comin...
3316,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1028,ham,Are you not around or just still asleep? :V
5156,ham,"Like  &lt;#&gt; , same question"
4256,spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
4808,spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
2099,ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
3524,ham,Try neva mate!!
4692,ham,Surly ill give it to you:-) while coming to review.
1135,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
4241,ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
4306,ham,Yo come over carlos will be here soon
1498,ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;
1720,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
2579,ham,Erm. I thought the contract ran out the4th of october.
1493,ham,In the end she might still vomit but its okay. Not everything will come out.
926,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
3022,ham,Am in film ill call you later.
373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
929,ham,Oh all have to come ah?
5093,ham,No no. I will check all rooms befor activities
2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
124,ham,I am going to sao mu today. Will be done only at 12
2803,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
5245,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
3163,ham,I can't describe how lucky you are that I'm actually awake by noon
2115,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
204,ham,Goodmorning sleeping ga.
3089,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
2359,ham,I'll talk to the others and probably just come early tomorrow then
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
327,ham,Hi da:)how is the todays class?
2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
1533,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
1959,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
115,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
1205,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
527,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
993,ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
1206,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
144,ham,I know you are. Can you pls open the back?
743,ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
2684,ham,I'm okay. Chasing the dream. What's good. What are you doing next.
3735,ham,"4 tacos + 1 rajas burrito, right?"
5491,ham,Oh thanks a lot..i already bought 2 eggs ..
26,ham,Lol your always so convincing.
487,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
4007,ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
5145,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
1864,ham,I'll let you know when it kicks in
1052,ham,Do u noe wat time e place dat sells 4d closes?
403,ham,The hair cream has not been shipped.
3749,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
1034,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
1817,ham,Are you going to write ccna exam this week??
3997,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
4629,spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
525,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
2771,ham,No problem. Talk to you later
2558,spam,This message is brought to you by GMW Ltd. and is not connected to the
633,ham,Oh that was a forwarded message. I thought you send that to me
598,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
1791,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
5323,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
4497,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
2873,ham,See you there!
2032,ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
3552,ham,I love you both too :-)
427,ham,aathi..where are you dear..
2659,ham,Not yet chikku..wat abt u?
3359,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
4250,ham,Loosu go to hospital. De dont let it careless.
3333,ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
2791,spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
5470,spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
389,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
2184,ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
1308,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1455,ham,Can ü all decide faster cos my sis going home liao..
1833,ham,What time is ur flight tmr?
4354,ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
1965,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
2169,ham,Thx. All will be well in a few months
1369,ham,Alright. I'm out--have a good night!
922,ham,On ma way to school. Can you pls send me ashley's number
1104,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
3969,ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
4680,ham,Sry da..jst nw only i came to home..
683,ham,Is xy going 4 e lunch?
5308,ham,Ill be at yours in about 3 mins but look out for me
3812,ham,Excellent! Wish we were together right now!
2171,ham,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"""
695,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
4659,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
1802,ham,I wanna watch that movie
4826,ham,I am going to sleep. I am tired of travel.
2242,ham,U buy newspapers already?
5164,ham,Just send a text. We'll skype later.
3538,ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
803,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
4772,ham,Hi..i got the money da:)
764,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
4864,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
2612,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
4429,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
288,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
1248,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
725,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
5066,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
5447,ham,"And that's fine, I got enough bud to last most of the night at least"
105,ham,Umma my life and vava umma love you lot dear
786,ham,"She was supposed to be but couldn't make it, she's still in town though"
608,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
724,ham,Ya even those cookies have jelly on them
4909,ham,"I'm in solihull, | do you want anything?"
3349,ham,"Sorry, I'll call later"
4358,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
1708,ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
3308,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
3157,ham,Long time. You remember me today.
3096,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
4255,ham,"How about clothes, jewelry, and trips?"
4477,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
1223,ham,Teach me apps da. When you come to college.
35,ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
3677,ham,Hey r ü still online? I've finished the formatting...
2231,ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
3832,ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
1313,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
4720,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
